instance_id,repo,created_at,arm,model,model_ids_observed,resolved,total_cost_usd,prompt_side_tokens,completion_tokens,opus_prompt_tokens,opus_completion_tokens,opus_cost_usd,sonnet_prompt_tokens,sonnet_completion_tokens,sonnet_cost_usd,haiku_prompt_tokens,haiku_completion_tokens,haiku_cost_usd,n_turns,wall_clock_s,status,swap_fired,model_pin_ok,model_pin_drift,resolved_verdict_source,patch_empty,result_dir
stanfordnlp__dspy-8718,stanfordnlp/dspy,2025-08-27 06:46:30,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.137375,95203,782,93349,765,0.135436,0,0,0.0,1854,17,0.001939,4,23.57,ok,False,True,,jobs_round3/results/opus-tuned/stanfordnlp__dspy-8718/eval/stanfordnlp__dspy-8718/report.json,False,jobs_round3/results/opus-tuned/stanfordnlp__dspy-8718
sdv-dev__SDV-2656,sdv-dev/SDV,2025-08-26 21:22:01,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.13845249999999998,107864,1031,107089,1016,0.1376025,0,0,0.0,775,15,0.00085,5,18.53,ok,False,True,,jobs_round3/results/opus-tuned/sdv-dev__SDV-2656/eval/sdv-dev__SDV-2656/report.json,False,jobs_round3/results/opus-tuned/sdv-dev__SDV-2656
aws-cloudformation__cfn-lint-4236,aws-cloudformation/cfn-lint,2025-08-26 18:22:09,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.64563075,657281,7577,656089,7560,0.6443537500000001,0,0,0.0,1192,17,0.001277,23,162.28,ok,False,True,,jobs_round3/results/opus-tuned/aws-cloudformation__cfn-lint-4236/eval/aws-cloudformation__cfn-lint-4236/report.json,False,jobs_round3/results/opus-tuned/aws-cloudformation__cfn-lint-4236
ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.09714924999999999,63367,667,62115,649,0.09580725,0,0,0.0,1252,18,0.001342,3,16.52,ok,False,True,,jobs_round3/results/opus-tuned/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_round3/results/opus-tuned/ipython__ipython-14970
sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,1.2726335,1511724,12073,1510722,12058,1.2715565,0,0,0.0,1002,15,0.001077,39,225.81,ok,False,True,,jobs_round3/results/opus-tuned/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_round3/results/opus-tuned/sissbruecker__linkding-1175
octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.4936904999999999,466189,5649,463787,5629,0.4911884999999999,0,0,0.0,2402,20,0.002502,16,98.59,ok,False,True,,jobs_round3/results/opus-tuned/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_round3/results/opus-tuned/octodns__octodns-1298
authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.23340875,184558,1575,183386,1556,0.23214175,0,0,0.0,1172,19,0.0012670000000000001,7,33.78,ok,False,True,,jobs_round3/results/opus-tuned/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_round3/results/opus-tuned/authlib__authlib-802
ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.13112899999999997,89783,949,88014,932,0.12927499999999997,0,0,0.0,1769,17,0.001854,4,19.68,ok,False,True,,jobs_round3/results/opus-tuned/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_round3/results/opus-tuned/ipython__ipython-14969
spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.8199329999999999,639594,12002,637939,11982,0.818178,0,0,0.0,1655,20,0.001755,19,191.31,ok,False,True,,jobs_round3/results/opus-tuned/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_round3/results/opus-tuned/spesmilo__electrum-10172
Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.12822675,85586,1129,84724,1111,0.12727475,0,0,0.0,862,18,0.000952,4,24.24,ok,False,True,,jobs_round3/results/opus-tuned/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_round3/results/opus-tuned/Archmonger__django-dbbackup-631
pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.148482,107590,1424,106771,1407,0.14757800000000001,0,0,0.0,819,17,0.000904,5,29.64,ok,False,True,,jobs_round3/results/opus-tuned/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_round3/results/opus-tuned/pgmpy__pgmpy-2314
authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.11091474999999999,82245,882,81324,863,0.10989874999999999,0,0,0.0,921,19,0.001016,4,20.94,ok,False,True,,jobs_round3/results/opus-tuned/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_round3/results/opus-tuned/authlib__authlib-800
Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.2257745,238459,1747,237749,1727,0.22496449999999998,0,0,0.0,710,20,0.0008100000000000001,11,37.83,ok,False,True,,jobs_round3/results/opus-tuned/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_round3/results/opus-tuned/Archmonger__django-dbbackup-626
llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.43656975000000003,280150,3379,263583,3361,0.41991275000000006,0,0,0.0,16567,18,0.016656999999999998,6,53.79,ok,False,True,,jobs_round3/results/opus-tuned/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_round3/results/opus-tuned/llamastack__llama-stack-3224
