instance_id,repo,created_at,arm,model,model_ids_observed,resolved,total_cost_usd,prompt_side_tokens,completion_tokens,opus_prompt_tokens,opus_completion_tokens,opus_cost_usd,sonnet_prompt_tokens,sonnet_completion_tokens,sonnet_cost_usd,haiku_prompt_tokens,haiku_completion_tokens,haiku_cost_usd,n_turns,wall_clock_s,status,swap_fired,model_pin_ok,model_pin_drift,resolved_verdict_source,patch_empty,result_dir
django-guardian__django-guardian-896,django-guardian/django-guardian,2025-08-28 23:07:44,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.40158975,445239,4185,444201,4173,0.40049175000000004,0,0,0.0,1038,12,0.001098,18,81.26,ok,False,True,,jobs_v2/results/opus-v2a/django-guardian__django-guardian-896/eval/django-guardian__django-guardian-896/report.json,False,jobs_v2/results/opus-v2a/django-guardian__django-guardian-896
django-guardian__django-guardian-896,django-guardian/django-guardian,2025-08-28 23:07:44,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.4873195,495753,5872,494715,5856,0.4862015,0,0,0.0,1038,16,0.001118,18,121.01,ok,False,True,,jobs_v2/results/opus-v2b/django-guardian__django-guardian-896/eval/django-guardian__django-guardian-896/report.json,False,jobs_v2/results/opus-v2b/django-guardian__django-guardian-896
a2aproject__a2a-python-443,a2aproject/a2a-python,2025-08-28 21:39:11,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,1.2776532500000004,1560878,10328,1560052,10312,1.2767472500000003,0,0,0.0,826,16,0.000906,36,159.53,ok,False,True,,jobs_v2/results/opus-v2a/a2aproject__a2a-python-443/eval/a2aproject__a2a-python-443/report.json,False,jobs_v2/results/opus-v2a/a2aproject__a2a-python-443
a2aproject__a2a-python-443,a2aproject/a2a-python,2025-08-28 21:39:11,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.92974625,946470,9943,945644,9927,0.92884025,0,0,0.0,826,16,0.000906,24,157.9,ok,False,True,,jobs_v2/results/opus-v2b/a2aproject__a2a-python-443/eval/a2aproject__a2a-python-443/report.json,False,jobs_v2/results/opus-v2b/a2aproject__a2a-python-443
openai__openai-agents-python-1601,openai/openai-agents-python,2025-08-28 05:18:26,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.7300552499999999,811488,7480,810492,7465,0.7289842499999999,0,0,0.0,996,15,0.001071,30,125.83,ok,False,True,,jobs_v2/results/opus-v2a/openai__openai-agents-python-1601/eval/openai__openai-agents-python-1601/report.json,False,jobs_v2/results/opus-v2a/openai__openai-agents-python-1601
openai__openai-agents-python-1601,openai/openai-agents-python,2025-08-28 05:18:26,opus-v2b,claude-opus-4-8,claude-opus-4-8,1,1.84999825,1720192,22617,1668074,21735,1.7934702500000002,0,0,0.0,52118,882,0.056528,46,364.58,ok,False,True,,jobs_v2/results/opus-v2b/openai__openai-agents-python-1601/eval/openai__openai-agents-python-1601/report.json,False,jobs_v2/results/opus-v2b/openai__openai-agents-python-1601
QuantEcon__QuantEcon.py-797,QuantEcon/QuantEcon.py,2025-08-27 23:56:06,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.29819550000000006,171630,5075,170822,5055,0.29728750000000004,0,0,0.0,808,20,0.0009080000000000001,7,56.99,ok,False,True,,jobs_v2/results/opus-v2a/QuantEcon__QuantEcon.py-797/eval/QuantEcon__QuantEcon.py-797/report.json,False,jobs_v2/results/opus-v2a/QuantEcon__QuantEcon.py-797
QuantEcon__QuantEcon.py-797,QuantEcon/QuantEcon.py,2025-08-27 23:56:06,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.25186025,123786,3756,122978,3736,0.25095225,0,0,0.0,808,20,0.0009080000000000001,5,62.75,ok,False,True,,jobs_v2/results/opus-v2b/QuantEcon__QuantEcon.py-797/eval/QuantEcon__QuantEcon.py-797/report.json,False,jobs_v2/results/opus-v2b/QuantEcon__QuantEcon.py-797
pex-tool__pex-2888,pex-tool/pex,2025-08-27 19:57:49,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.6790892500000001,713178,5349,711616,5330,0.6774322500000001,0,0,0.0,1562,19,0.001657,20,87.87,ok,False,True,,jobs_v2/results/opus-v2a/pex-tool__pex-2888/eval/pex-tool__pex-2888/report.json,False,jobs_v2/results/opus-v2a/pex-tool__pex-2888
pex-tool__pex-2888,pex-tool/pex,2025-08-27 19:57:49,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.7213894999999999,655862,7007,654300,6989,0.7197374999999999,0,0,0.0,1562,18,0.001652,18,125.95,ok,False,True,,jobs_v2/results/opus-v2b/pex-tool__pex-2888/eval/pex-tool__pex-2888/report.json,False,jobs_v2/results/opus-v2b/pex-tool__pex-2888
sdv-dev__SDV-2658,sdv-dev/SDV,2025-08-27 19:48:19,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.941473,843080,9519,841918,9499,0.940211,0,0,0.0,1162,20,0.001262,26,611.4,ok,False,True,,jobs_v2/results/opus-v2a/sdv-dev__SDV-2658/eval/sdv-dev__SDV-2658/report.json,False,jobs_v2/results/opus-v2a/sdv-dev__SDV-2658
sdv-dev__SDV-2658,sdv-dev/SDV,2025-08-27 19:48:19,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.611654,472291,7967,471129,7947,0.610392,0,0,0.0,1162,20,0.001262,13,115.98,ok,False,True,,jobs_v2/results/opus-v2b/sdv-dev__SDV-2658/eval/sdv-dev__SDV-2658/report.json,False,jobs_v2/results/opus-v2b/sdv-dev__SDV-2658
stanfordnlp__dspy-8718,stanfordnlp/dspy,2025-08-27 06:46:30,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.14805525000000003,96731,1086,94877,1068,0.14611125000000003,0,0,0.0,1854,18,0.001944,4,19.31,ok,False,True,,jobs_v2/results/opus-v2a/stanfordnlp__dspy-8718/eval/stanfordnlp__dspy-8718/report.json,False,jobs_v2/results/opus-v2a/stanfordnlp__dspy-8718
stanfordnlp__dspy-8718,stanfordnlp/dspy,2025-08-27 06:46:30,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.16058875,96871,1505,95017,1488,0.15864975,0,0,0.0,1854,17,0.001939,4,24.51,ok,False,True,,jobs_v2/results/opus-v2b/stanfordnlp__dspy-8718/eval/stanfordnlp__dspy-8718/report.json,False,jobs_v2/results/opus-v2b/stanfordnlp__dspy-8718
sdv-dev__SDV-2656,sdv-dev/SDV,2025-08-26 21:22:01,opus-v2a,claude-opus-4-8,claude-opus-4-8,1,0.13772274999999998,108749,1004,107974,989,0.13687275,0,0,0.0,775,15,0.00085,5,16.56,ok,False,True,,jobs_v2/results/opus-v2a/sdv-dev__SDV-2656/eval/sdv-dev__SDV-2656/report.json,False,jobs_v2/results/opus-v2a/sdv-dev__SDV-2656
sdv-dev__SDV-2656,sdv-dev/SDV,2025-08-26 21:22:01,opus-v2b,claude-opus-4-8,claude-opus-4-8,1,0.13672249999999997,108081,1018,107306,1003,0.13587249999999998,0,0,0.0,775,15,0.00085,5,23.34,ok,False,True,,jobs_v2/results/opus-v2b/sdv-dev__SDV-2656/eval/sdv-dev__SDV-2656/report.json,False,jobs_v2/results/opus-v2b/sdv-dev__SDV-2656
aws-cloudformation__cfn-lint-4236,aws-cloudformation/cfn-lint,2025-08-26 18:22:09,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.49364774999999994,503748,5243,502556,5226,0.49237074999999997,0,0,0.0,1192,17,0.001277,18,114.43,ok,False,True,,jobs_v2/results/opus-v2a/aws-cloudformation__cfn-lint-4236/eval/aws-cloudformation__cfn-lint-4236/report.json,False,jobs_v2/results/opus-v2a/aws-cloudformation__cfn-lint-4236
aws-cloudformation__cfn-lint-4236,aws-cloudformation/cfn-lint,2025-08-26 18:22:09,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.4780587499999999,491240,4962,490048,4945,0.47678174999999995,0,0,0.0,1192,17,0.001277,18,147.02,ok,False,True,,jobs_v2/results/opus-v2b/aws-cloudformation__cfn-lint-4236/eval/aws-cloudformation__cfn-lint-4236/report.json,False,jobs_v2/results/opus-v2b/aws-cloudformation__cfn-lint-4236
ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.10224300000000001,64482,793,63230,775,0.10090100000000002,0,0,0.0,1252,18,0.001342,3,15.51,ok,False,True,,jobs_v2/results/opus-v2a/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_v2/results/opus-v2a/ipython__ipython-14970
ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.0973095,63984,660,62732,642,0.0959675,0,0,0.0,1252,18,0.001342,3,19.56,ok,False,True,,jobs_v2/results/opus-v2b/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_v2/results/opus-v2b/ipython__ipython-14970
sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,1.2504452499999998,1490947,11741,1489945,11726,1.2493682499999998,0,0,0.0,1002,15,0.001077,39,173.17,ok,False,True,,jobs_v2/results/opus-v2a/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_v2/results/opus-v2a/sissbruecker__linkding-1175
sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,1.2555107499999996,1389194,13316,1388192,13301,1.2544337499999996,0,0,0.0,1002,15,0.001077,34,263.31,ok,False,True,,jobs_v2/results/opus-v2b/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_v2/results/opus-v2b/sissbruecker__linkding-1175
octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.34082274999999995,369810,2593,367408,2569,0.33830074999999993,0,0,0.0,2402,24,0.002522,14,53.71,ok,False,True,,jobs_v2/results/opus-v2a/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_v2/results/opus-v2a/octodns__octodns-1298
octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.33857550000000003,265994,4210,263592,4191,0.3360785,0,0,0.0,2402,19,0.002497,10,67.86,ok,False,True,,jobs_v2/results/opus-v2b/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_v2/results/opus-v2b/octodns__octodns-1298
authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.5067935000000001,552337,4081,551165,4058,0.5055065000000001,0,0,0.0,1172,23,0.0012870000000000002,18,70.15,ok,False,True,,jobs_v2/results/opus-v2a/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_v2/results/opus-v2a/authlib__authlib-802
authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.5455085000000002,529982,5210,528810,5187,0.5442215000000001,0,0,0.0,1172,23,0.0012870000000000002,17,89.38,ok,False,True,,jobs_v2/results/opus-v2b/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_v2/results/opus-v2b/authlib__authlib-802
ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.188021,164909,1463,163140,1444,0.186157,0,0,0.0,1769,19,0.001864,7,24.48,ok,False,True,,jobs_v2/results/opus-v2a/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_v2/results/opus-v2a/ipython__ipython-14969
ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.13144324999999998,90670,935,88901,918,0.12958925,0,0,0.0,1769,17,0.001854,4,18.71,ok,False,True,,jobs_v2/results/opus-v2b/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_v2/results/opus-v2b/ipython__ipython-14969
spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.3240405,249812,3613,248157,3593,0.3222855,0,0,0.0,1655,20,0.001755,9,56.15,ok,False,True,,jobs_v2/results/opus-v2a/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_v2/results/opus-v2a/spesmilo__electrum-10172
spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.83623525,625649,13300,623994,13280,0.83448025,0,0,0.0,1655,20,0.001755,20,193.63,ok,False,True,,jobs_v2/results/opus-v2b/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_v2/results/opus-v2b/spesmilo__electrum-10172
Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.16948175000000001,135379,1437,134517,1419,0.16852975,0,0,0.0,862,18,0.000952,6,26.28,ok,False,True,,jobs_v2/results/opus-v2a/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_v2/results/opus-v2a/Archmonger__django-dbbackup-631
Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.23867200000000005,141436,3488,140574,3470,0.23772000000000004,0,0,0.0,862,18,0.000952,6,52.52,ok,False,True,,jobs_v2/results/opus-v2b/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_v2/results/opus-v2b/Archmonger__django-dbbackup-631
pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-v2a,claude-opus-4-8,claude-opus-4-8,1,0.119743,85736,853,84917,836,0.118839,0,0,0.0,819,17,0.000904,4,15.73,ok,False,True,,jobs_v2/results/opus-v2a/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_v2/results/opus-v2a/pgmpy__pgmpy-2314
pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-v2b,claude-opus-4-8,claude-opus-4-8,1,0.11551249999999999,86243,627,85424,610,0.11460849999999999,0,0,0.0,819,17,0.000904,4,16.02,ok,False,True,,jobs_v2/results/opus-v2b/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_v2/results/opus-v2b/pgmpy__pgmpy-2314
authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.16629024999999997,150469,1411,149548,1392,0.16527424999999998,0,0,0.0,921,19,0.001016,7,29.4,ok,False,True,,jobs_v2/results/opus-v2a/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_v2/results/opus-v2a/authlib__authlib-800
authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.112212,83833,819,82912,800,0.111196,0,0,0.0,921,19,0.001016,4,16.8,ok,False,True,,jobs_v2/results/opus-v2b/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_v2/results/opus-v2b/authlib__authlib-800
Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-v2a,claude-opus-4-8,claude-opus-4-8,1,0.2140165,203069,1913,202359,1893,0.2132065,0,0,0.0,710,20,0.0008100000000000001,9,35.93,ok,False,True,,jobs_v2/results/opus-v2a/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_v2/results/opus-v2a/Archmonger__django-dbbackup-626
Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-v2b,claude-opus-4-8,claude-opus-4-8,1,0.11615500000000001,104637,555,103927,536,0.11535000000000001,0,0,0.0,710,19,0.000805,5,16.62,ok,False,True,,jobs_v2/results/opus-v2b/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_v2/results/opus-v2b/Archmonger__django-dbbackup-626
llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-v2a,claude-opus-4-8,claude-opus-4-8,0,0.6250877500000002,613748,3931,597181,3914,0.6084357500000002,0,0,0.0,16567,17,0.016652,13,68.22,ok,False,True,,jobs_v2/results/opus-v2a/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_v2/results/opus-v2a/llamastack__llama-stack-3224
llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-v2b,claude-opus-4-8,claude-opus-4-8,0,0.3728179999999999,232379,2271,215812,2253,0.35616099999999995,0,0,0.0,16567,18,0.016656999999999998,5,34.59,ok,False,True,,jobs_v2/results/opus-v2b/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_v2/results/opus-v2b/llamastack__llama-stack-3224
